name,category,price,weight,paid_disposal,free_disposal,technical_name
safe,furniture,27.59,6.85,"recycling facility, curbside collection, junk removal service, dumpster rental","used furniture store, scrap dealer, donation","JUGREAT Safe Box with Induction Light,Electronic Digital Securit Safe Steel Construction Hidden with Lock，Wall or Cabinet Anchoring Design for Home Office Hotel BusinessGun Passport Cash Money"
safe,furniture,59.32,18.95,"recycling facility, curbside collection, junk removal service, dumpster rental","used furniture store, scrap dealer, donation",SereneLife Drop Box Safe Box | Safes & Lock Boxes | Front Loading Safe Cash Vault Drop Lock | Safe Security Box | Digital Safe Box | Money Safe Box | Steel Alloy Drop Safe Includes Keys (SLSFE342)
safe,furniture,33.99,26.9,"recycling facility, curbside collection, junk removal service, dumpster rental","used furniture store, scrap dealer, donation","Cannon Safe E913-CPAN-17 Edge Mini Personal Safe by Cannon, Black"
bed,furniture,215.51,111.3,"junk removal service, dumpster rental","used furniture store, donation","Zinus Kellen Upholstered Scalloped Button Tufted Platform Bed / Mattress Foundation / Easy Assembly / Strong Wood Slat Support, Queen"
bed,furniture,113.66,75.4,"junk removal service, dumpster rental","used furniture store, donation","Zinus Shalini Upholstered Diamond Stitched Platform Bed / Mattress Foundation / Easy Assembly / Strong Wood Slat Support / Sage Grey, Full"
bed,furniture,367.53,88,"junk removal service, dumpster rental","used furniture store, donation","Zinus Lottie Upholstered Square Stitched Platform Bed with Footboard / Mattress Foundation / Easy Assembly / Strong Wood Slat Support, Full"
bed,furniture,173.88,103.8,"junk removal service, dumpster rental","used furniture store, donation","Zinus Dachelle Upholstered Button Tufted Premium Platform Bed / Mattress Foundation / Easy Assembly / Strong Wood Slat Support / Dark Grey, Queen"
bed,furniture,224,74.8,"junk removal service, dumpster rental","used furniture store, donation","Zinus Alexia 12 Inch Wood Platform Bed with Headboard / No Box Spring Needed / Wood Slat Support / Rustic Pine Finish, King"
bed,furniture,65.69,32.1,"junk removal service, dumpster rental","used furniture store, donation","Pulaski Selma Upholstered Bed Benches, Queen, beige"
bed,furniture,115.38,100,"junk removal service, dumpster rental","used furniture store, donation",Flash Furniture Roxbury Twin Size Tufted Upholstered Platform Bed in Black Fabric
bed,furniture,149.02,25.3,"junk removal service, dumpster rental","used furniture store, donation",Leisuit Rollaway Guest Bed with Memory Foam Mattress - Portable Folding Bed Frame for Spare Bedroom & Office
bed,furniture,764.51,141,"junk removal service, dumpster rental","used furniture store, donation","Jennifer Taylor Home Marcella beds, King, Jet Black"
bed,furniture,137.99,77.2,"junk removal service, dumpster rental","used furniture store, donation","Wood Platform Bed Frame with Headboard and Storage , White Wooden Bed Frame, Twin, 78"" L x 41.7"" W X 35.5"" H, Model"
bed,furniture,164.99,35,"junk removal service, dumpster rental","used furniture store, donation","LIFE Home Platform Bed, Brown"
bed,furniture,232.57,107,"junk removal service, dumpster rental","used furniture store, donation","MELLOW Amabel Upholstered Platform Bed Modern Tufted Wingback Headboard Real Wooden Slats and Legs, Queen, Light Grey"
bed,furniture,166.92,63,"junk removal service, dumpster rental","used furniture store, donation","Little Seeds Monarch Hill Clementine Bed, Twin Size Frame,White Canopy"
bed,furniture,302.19,106,"junk removal service, dumpster rental","used furniture store, donation","Max & Lily Solid Wood Twin-Size Low Loft Bed with Slide, White"
bed,furniture,179.24,50,"junk removal service, dumpster rental","used furniture store, donation",Live and Sleep Resort Ultra Twin Size Mattress - Gel Memory Foam Mattress - 12-Inch Single - Cool Bed in a Box - Medium-Firm - Advanced Luxury Support - Premium Form Pillow - CertiPur Certified - Twin
bed,furniture,799,60.2,"junk removal service, dumpster rental","used furniture store, donation","Zinus Memory Foam Resort Folding Guest Bed with Wheels, Standard Twin"
bed,furniture,172.73,77.4,"junk removal service, dumpster rental","used furniture store, donation","AmazonBasics Faux Leather Upholstered Platform Bed Frame with Wooden Slats, Queen"
bed,furniture,123.93,50,"junk removal service, dumpster rental","used furniture store, donation","LikeHome Full Bed, Black"
bed,furniture,165.59,71,"junk removal service, dumpster rental","used furniture store, donation","DG Casa Ocean Upholstered Platform Bed Frame with Nailhead Trim Headboard and Full Wooden Slats, Queen Size in Beige Fabric "
bed,furniture,142.63,38.9,"junk removal service, dumpster rental","used furniture store, donation","Hillsdale Furniture Metal Bed with Double X Design Platform, Full, Black"
cabinet,furniture,80.74,70,"junk removal service, dumpster rental","used furniture store, donation","System Build Flynn Wooden Storage Cabinet, White"
cabinet,furniture,92.41,73.6,"junk removal service, dumpster rental","used furniture store, donation","Sauder 419188 Storage Cabinet, L: 29.61"" x W: 16.10"" x H: 71.10"", Highland Oak finish"
cabinet,furniture,73.59,27.3,"junk removal service, dumpster rental","used furniture store, donation","VASAGLE Bathroom Floor Storage Cabinet with Double Door Adjustable Shelf, 23.6 x 11.8 x 31.5 Inches White UBCB60W"
cabinet,furniture,159.6,93,"junk removal service, dumpster rental","used furniture store, donation","Ameriwood Home Farmington Wide Storage Cabinet, 31.5"", Rustic"
cabinet,furniture,203.01,136,"junk removal service, dumpster rental","used furniture store, donation","SystemBuild Callahan Storage Cabinet 36"" White"
cabinet,furniture,104.56,63,"junk removal service, dumpster rental","used furniture store, donation","Ameriwood Home SystemBuild Farmington 18"" Wide Storage, Rustic Cabinet"
cabinet,furniture,191.84,68,"junk removal service, dumpster rental","used furniture store, donation",Rubbermaid 72-Inch Four-Shelf Double-Door Resin Storage Cabinet (FG708300MICHR)
cabinet,furniture,58.49,27.9,"junk removal service, dumpster rental","used furniture store, donation",VASAGLE Bathroom Storage Floor Cabinet Free Standing with Double Shutter Door and Adjustable Shelf White
cabinet,furniture,142.77,123,"junk removal service, dumpster rental","used furniture store, donation","South Shore Tall 4-Door Storage Cabinet with Adjustable Shelves, Royal Cherry"
cabinet,furniture,43.41,30.9,"junk removal service, dumpster rental","used furniture store, donation","ClosetMaid 1307 Stackable 2-Door Organizer, Dark Cherry"
cabinet,furniture,43.32,34,"junk removal service, dumpster rental","used furniture store, donation","Convenience Concepts X-Tra Storage 3-Door Cabinet, White"
cabinet,furniture,104.25,62.7,"junk removal service, dumpster rental","used furniture store, donation",Bush Furniture Salinas Accent Storage Cabinet with Doors in Antique White
cabinet,furniture,72.67,34.1,"junk removal service, dumpster rental","used furniture store, donation","HOMFA Bathroom Floor Cabinet, Wooden Side Storage Organizer Cabinet with 4 Drawer and 1 Cupboard, Freestanding Unit for Better Homes and Gardens Office, Ivory White"
cabinet,furniture,168.92,122,"junk removal service, dumpster rental","used furniture store, donation","Sauder Harbor View Storage Cabinet, Salt Oak finish"
cabinet,furniture,93.96,72,"junk removal service, dumpster rental","used furniture store, donation","Prepac Elite 16"" Narrow Cabinet in White"
cabinet,furniture,270.36,77,"junk removal service, dumpster rental","used furniture store, donation","Suncast Commercial Commercial BMCCPD7204 Blow Molded Tall Cabinet, Black 4 Shelf Storage Shed for Indoor or Outdoor Use"
cabinet,furniture,58.13,24.6,"junk removal service, dumpster rental","used furniture store, donation","VASAGLE Floor Cabinet Multifunctional Bathroom Storage Organizer Rack Stand, 2 Drawers, White"
cabinet,furniture,144.13,123,"junk removal service, dumpster rental","used furniture store, donation","South Shore Tall 4-Door Storage Cabinet with Adjustable Shelves, Pure White"
cabinet,furniture,96.45,65,"junk removal service, dumpster rental","used furniture store, donation","South Shore Small 2-Door Storage Cabinet with Adjustable Shelf, Royal Cherry"
cabinet,furniture,55.19,18.92,"junk removal service, dumpster rental","used furniture store, donation",VASAGLE Bathroom Floor Cabinet Storage Organizer Set with Drawer and Single Shutter Door Wooden White
bookcase,furniture,77.27,45,"junk removal service, dumpster rental","used furniture store, donation","VASAGLE Wooden Bookcase, Display Shelf and Room Divider, Freestanding Decorative Storage Shelving, 5-Tier Bookshelf, Rustic Brown ULBC62BX"
bookcase,furniture,139.88,39.1,"junk removal service, dumpster rental","used furniture store, donation","WGX Design For You Industrial 6-Tiers Modern Ladder Shelf Bookcase,Wood Storage Shelf,Display Shelving, Wall Mounted Wood Shelves, Metal Wood Shelves Bookshelf Vintage Wrought Iron Finish"
bookcase,furniture,70,43.9,"junk removal service, dumpster rental","used furniture store, donation","Nathan James Theo 5-Shelf Wood Ladder Bookcase with Metal Frame, Dark Walnut Brown/Black"
bookcase,furniture,46.48,29.2,"junk removal service, dumpster rental","used furniture store, donation","Convenience Concepts Designs2Go Go-Accsense 3-Shelf Glass Bookcase, Clear Glass"
bookcase,furniture,78.12,40,"junk removal service, dumpster rental","used furniture store, donation","Walker Edison Furniture Company 2 Tier Open Shelf Industrial Wood Metal Bookcase Tall Bookshelf Home Office Storage, 40 Inch, Walnut Brown"
bookcase,furniture,126.17,45.8,"junk removal service, dumpster rental","used furniture store, donation","BON AUGURE Industrial Bookshelf, Etagere Bookcases and Book Shelves 5 Tier, Rustic Wood and Metal Shelving Unit (Dark Gray Oak)"
bookcase,furniture,144.06,64.7,"junk removal service, dumpster rental","used furniture store, donation","SUPERJARE 5-Shelf Industrial Bookshelf, Open Etagere Bookcase with Metal Frame, Rustic Book Shelf, Storage Display Shelves, Wood Grain - Retro Brown"
bookcase,furniture,55.75,27.7,"junk removal service, dumpster rental","used furniture store, donation","VASAGLE 4-Tier Corner Shelf Unit, Freestanding Display Storage Shelves and Wooden Bookcase, for Kitchen, Living Room, Study Room, Rustic Brown ULBC71BX"
bookcase,furniture,87.74,27.9,"junk removal service, dumpster rental","used furniture store, donation",Weathered Grey Finish Wood Wall Corner 5-Tier Bookshelf Bookcase Accent Etagere
bookcase,furniture,105.43,28,"junk removal service, dumpster rental","used furniture store, donation","Stony-Edge Folding Bookcase, Easy Assembly Bookshelf for Home Office Storage. 32” Espresso"
bookcase,furniture,75.42,71.5,"junk removal service, dumpster rental","used furniture store, donation",Convertible TV Console and Bookcase Combination White
bookcase,furniture,78.82,48,"junk removal service, dumpster rental","used furniture store, donation","Walker Edison Furniture Company 4 Tier Open Shelf Rustic Wood Metal Bookcase Tall Bookshelf Storage Home Office, 60 Inch, Brown"
bookcase,furniture,85.44,38,"junk removal service, dumpster rental","used furniture store, donation","45MinST 4-Tier Vintage Industrial Style Bookcase/Metal and Wood Bookshelf Furniture for Collection, Gray Oak,3/4/5 Tier (4-Tier)"
bookcase,furniture,55.55,41,"junk removal service, dumpster rental","used furniture store, donation","Sauder Trestle 3-Shelf Bookcase, Jamocha Wood finish"
bookcase,furniture,80.94,31.2,"junk removal service, dumpster rental","used furniture store, donation","Sauder North venue Tall Bookcase, Charter Oak finish"
bookcase,furniture,109.32,92,"junk removal service, dumpster rental","used furniture store, donation","Sauder Dakota Pass 5-Shelf Bookcase, Char Pine finish"
bookcase,furniture,31.79,12.5,"junk removal service, dumpster rental","used furniture store, donation",Casual Home 5-Shelf Corner Ladder White Bookcase
bookcase,furniture,41.35,15.25,"junk removal service, dumpster rental","used furniture store, donation","TomCare Cube Storage 12-Cube Book Shelf Storage Shelves Closet Organizer Shelf Cubes Organizer Plastic Bookshelf Bookcase DIY Square Closet Cabinet Shelves for Bedroom Office Living Room, White"
bookcase,furniture,69.23,23.6,"junk removal service, dumpster rental","used furniture store, donation",MUGIAZII Bookcase Multifunctional Storage Rack 5 Tier Bookshelf Bamboo Natural
bookcase,furniture,58.72,17.47,"junk removal service, dumpster rental","used furniture store, donation",AmazonBasics Classic 5-Tier Open Bookcase with Solid Rubber Wood - Walnut
bench,furniture,105.86,29,"junk removal service, dumpster rental","used furniture store, donation","HomePop Large Upholstered Rectangular Storage Ottoman Bench with Hinged Lid, Slate Damask"
bench,furniture,69.74,9.62,"junk removal service, dumpster rental","used furniture store, donation","Christopher Knight Home Living Anglo Light Grey Fabric Bench, 15.75” D x 43.50” W x 17.00” H"
bench,furniture,121.81,26.7,"junk removal service, dumpster rental","used furniture store, donation",Provence Dark Teal Tufted Velvet Fabric Rectangle Ottoman Bench
bench,furniture,37.88,25.6,"junk removal service, dumpster rental","used furniture store, donation",Ashley Furniture Signature Design - Berringer Dining Bench - Rectangular - Vintage Casual - Rustic Brown Finish
bench,furniture,65.69,32.1,"junk removal service, dumpster rental","used furniture store, donation","Pulaski Selma Upholstered Bed Benches, Queen, beige"
bench,furniture,98.39,28.5,"junk removal service, dumpster rental","used furniture store, donation","Linon Lillian Bench, Linen"
bench,furniture,63.95,24,"junk removal service, dumpster rental","used furniture store, donation","Boraam Farmhouse Bench, White/Natural"
bench,furniture,81.87,18.96,"junk removal service, dumpster rental","used furniture store, donation","Christopher Knight Home Living Reddington Light Grey Tufted Fabric Ottoman Bench, 17.25 inches deep x 41.00 inches wide x 16.75 inches high"
bench,furniture,48.92,15,"junk removal service, dumpster rental","used furniture store, donation",Zinus Juliet Espresso Wood Bench
bench,furniture,188.47,32,"junk removal service, dumpster rental","used furniture store, donation",Modway Medium Gridiron Stainless Steel Bench
bench,furniture,108.34,38.9,"junk removal service, dumpster rental","used furniture store, donation","Linon Isabelle Bed Bench, 62-Inch, Dark Espresso Finish"
bench,furniture,33.59,8.8,"junk removal service, dumpster rental","used furniture store, donation","International Concepts Unfinished Vanity Bench, Unfinished"
bench,furniture,156.51,33,"junk removal service, dumpster rental","used furniture store, donation","Rivet Ava Mid-Century Modern Upholstered Ottoman Bench, 63.4""W, Light Grey"
bench,furniture,101.05,38.9,"junk removal service, dumpster rental","used furniture store, donation","Walker Edison Furniture Company 3 Person Modern Farmhouse Wood Armless Dining Bench Kitchen, 60 Inch, Black"
bench,furniture,60.95,19,"junk removal service, dumpster rental","used furniture store, donation","Roundhill Furniture Linon Grey Fabric Tufted Ottoman Bench, Gray"
bench,furniture,38.93,5,"junk removal service, dumpster rental","used furniture store, donation","Jennifer Taylor Home Jules Collection Bohemian Nailhead Trim Accent Ottoman Bench, Multicolor/Tango Blue"
bench,furniture,71.53,28,"junk removal service, dumpster rental","used furniture store, donation",Capri bench with wood seat in Oak Finish
bench,furniture,63.89,28.7,"junk removal service, dumpster rental","used furniture store, donation",Signature Design by Ashley - Haddigan Upholstered Dining Room Bench - Casual Tufted Seating - Dark Brown
bench,furniture,57.94,30,"junk removal service, dumpster rental","used furniture store, donation",Nicoli Dining Bench with Wood Seat in Black and Cherry Finish
bench,furniture,65.52,30,"junk removal service, dumpster rental","used furniture store, donation",Ashley Furniture Signature Design - Ralene Dining Room Bench - Rectangular - Vintage Casual - Medium Brown
filing cabinet,furniture,115.91,40.7,"junk removal service, dumpster rental","used furniture store, donation","DEVAISE 3 Drawer Mobile File Cabinet with Lock, Metal Filing Cabinet for Legal/Letter/A4 Size, Fully Assembled Except Wheels, Black"
filing cabinet,furniture,47.19,6.9,"junk removal service, dumpster rental","used furniture store, donation",UBaymax Multi-Functional 3 Drawer Leather Desk Organizer File Cabinet Office Supplies Desktop Storage Jewelry Organizer Box with Drawer Brown
filing cabinet,furniture,115.91,45.1,"junk removal service, dumpster rental","used furniture store, donation","DEVAISE 3-Drawer Slim Locking File Cabinet, Fully Assembled Except Casters, Legal/Letter Size, White"
filing cabinet,furniture,133.33,60,"junk removal service, dumpster rental","used furniture store, donation",TOPSKY 3 Drawers Wood Mobile File Cabinet Fully Assembled Except Casters (Oak Letter Size)
filing cabinet,furniture,92.33,47.4,"junk removal service, dumpster rental","used furniture store, donation","DEVAISE 3 Drawer Mobile File Cabinet with Lock, Fully Assembled Except Casters, Letter / Legal Size, White"
filing cabinet,furniture,31.28,7.5,"junk removal service, dumpster rental","used furniture store, donation",MyGift Executive Black Leatherette 3 Drawers File Cabinet/Office Supplies Desk Storage/Jewelry Organizer Box
filing cabinet,furniture,73.59,44.5,"junk removal service, dumpster rental","used furniture store, donation","DEVAISE 3 Drawer Mobile File Cabinet, Wood Filing Cabinet for Letter Size, Walnut"
filing cabinet,furniture,152.07,52,"junk removal service, dumpster rental","used furniture store, donation","Flash Furniture Ergonomic 3-Drawer Mobile Locking Filing Cabinet with Anti-Tilt Mechanism and Hanging Drawer for Legal & Letter Files, Gray"
filing cabinet,furniture,156.39,46.3,"junk removal service, dumpster rental","used furniture store, donation","DEVAISE 3-Drawer Mobile File Cabinet with Anti-tilt Mechanism, Legal/Letter Size, White"
filing cabinet,furniture,60.08,25,"junk removal service, dumpster rental","used furniture store, donation","Bankers Box STOR/DRAWER STEEL PLUS Extra Space-Saving Filing Cabinet, Stacks up to 5 High, Letter, 6 Pack (00311)"
filing cabinet,furniture,21.02,1.45,"junk removal service, dumpster rental","used furniture store, donation",Mini File Cabinet Business Card Holder 3-Drawer
filing cabinet,furniture,77.98,50.7,"junk removal service, dumpster rental","used furniture store, donation",SONGMICS Steel File Cabinet 3 Drawer with Lock Mobile Pedestal Under Desk Fully Assembled Except Casters Black UOFC60BK
filing cabinet,furniture,73.93,49,"junk removal service, dumpster rental","used furniture store, donation","Bindertek Glide Steel 3-Drawer Locking Mobile File Cabinet, New Sturdier Packaging to Prevent Damage, Letter/Legal Size, Assembled, Blue (Glide-BL), GLIDE3-BL"
filing cabinet,furniture,167.02,65.5,"junk removal service, dumpster rental","used furniture store, donation",Bush Furniture Key West 2 Drawer Lateral File Cabinet in Washed Gray
filing cabinet,furniture,87.68,50,"junk removal service, dumpster rental","used furniture store, donation",Z-Line Designs 2-Drawer Washed Oak Vertical File Cabinet
filing cabinet,furniture,68.98,63,"junk removal service, dumpster rental","used furniture store, donation",Bush Business Furniture 400 Series 3 Drawer Mobile File Cabinet in Natural Maple
filing cabinet,furniture,80.92,53,"junk removal service, dumpster rental","used furniture store, donation",Signature Design by Ashley Hamlyn File Cabinet Medium Brown
filing cabinet,furniture,54.08,45,"junk removal service, dumpster rental","used furniture store, donation","Techni Mobili Rolling File Cabinet with Glass Top, Graphite"
filing cabinet,furniture,78.19,70.5,"junk removal service, dumpster rental","used furniture store, donation",Z-Line Designs 2-Drawer Lateral File Espresso Cabinet with Black Accents
filing cabinet,furniture,202.79,66,"junk removal service, dumpster rental","used furniture store, donation","Bush Business Furniture Series A 2 Drawer Mobile File Cabinet, Beech/Slate"
couch,furniture,708.32,127.6,"junk removal service, dumpster rental","used furniture store, donation","Stone & Beam Bradbury Chesterfield Tufted Sofa Couch, 92.9""W, Navy"
couch,furniture,925.08,147.4,"junk removal service, dumpster rental","used furniture store, donation","Stone & Beam Lauren Down-Filled Oversized Sofa Couch with Hardwood Frame, 89""W, Fawn"
couch,furniture,371.66,93.5,"junk removal service, dumpster rental","used furniture store, donation","Rivet Revolve Modern Upholstered Sofa Couch, 80""W, Storm Grey"
couch,furniture,554.14,122,"junk removal service, dumpster rental","used furniture store, donation","Stone & Beam Kristin Round Arm Performance Fabric Loveseat Sofa Couch, 88""W, Stone"
couch,furniture,343.75,113,"junk removal service, dumpster rental","used furniture store, donation","Rivet Alvin Contemporary Sofa Couch, 81""W, Light Grey"
couch,furniture,653.06,121,"junk removal service, dumpster rental","used furniture store, donation","Rivet Berkshire Mid-Century Modern Sofa Couch, 82.6""W, Grey"
couch,furniture,396.79,96.8,"junk removal service, dumpster rental","used furniture store, donation","Rivet Midtown Mid-Centery Modern Upholstered Sofa Couch, 68.5""W, Cream"
couch,furniture,231.32,100.5,"junk removal service, dumpster rental","used furniture store, donation","Sunrise Coast Geneva Fabric-Upholstery Futon Couch with Stainless-Steel Legs, Harbor Gray"
couch,furniture,238.42,85.4,"junk removal service, dumpster rental","used furniture store, donation","Zinus Jackie Classic Upholstered 71 Inch Sofa / Living Room Couch, Soft Grey"
couch,furniture,308.95,95,"junk removal service, dumpster rental","used furniture store, donation","Zinus Josh Traditional Upholstered 77.5 Inch Sofa/Living Room Couch, Beige Weave"
couch,furniture,345.06,80.3,"junk removal service, dumpster rental","used furniture store, donation","Mellow ADAIR Mid-Century Modern Loveseat/Sofa/Couch with Armrest Pockets, Light Grey"
couch,furniture,1492.23,419,"junk removal service, dumpster rental","used furniture store, donation",ACME Saul Sectional Sofa (Power Motion/USB Dock) - - Espresso Leather-Aire
couch,furniture,225.26,86.3,"junk removal service, dumpster rental","used furniture store, donation","Zinus Ricardo Contemporary Upholstered 78.4 inch Sofa / Living Room Couch, Dark Grey"
couch,furniture,146.09,28,"junk removal service, dumpster rental","used furniture store, donation","Adjustable Floor Couch and Sofa for Living Room and Bedroom, Foldable 5 Reclining Position with 2 Pillows, Love seat, Navy Blue"
couch,furniture,751.45,190.7,"junk removal service, dumpster rental","used furniture store, donation","Iconic Home Da Vinci Left Hand Facing Sectional Sofa L Shape Chaise PU Leather Button Tufted with Silver Nailhead Trim Silvertone Metal Leg with 3 Accent Pillows, Modern Contemporary, Cream"
couch,furniture,2500,429,"junk removal service, dumpster rental","used furniture store, donation",Vig Furniture T117 Modern White Leather Sectional Sofa
couch,furniture,702.66,138,"junk removal service, dumpster rental","used furniture store, donation",Modway Empress Mid-Century Modern Upholstered Fabric Left-Arm Facing Sectional Sofa in Teal
couch,furniture,120.96,28,"junk removal service, dumpster rental","used furniture store, donation","Adjustable Floor Couch and Sofa for Living Room and Bedroom, Foldable with 5 Reclining Position, Love seat, Beige"
couch,furniture,296.38,65.3,"junk removal service, dumpster rental","used furniture store, donation","Mellow METTE Modern Armless Loveseat/Sofa/Couch, Classic Grey "
couch,furniture,352.2,70.5,"junk removal service, dumpster rental","used furniture store, donation","Serta Copenhagen Sofas, Modern Living Room Couch, Microfiber - Upholstered, 61"" Loveseat, Gray"
baseball bat,sports,139.46,2,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",Marucci MCBC7 Cat7 BBCOR Baseball Bat
baseball bat,sports,109.56,2,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",Marucci Cat7 Junior Big Barrel Baseball Bat
baseball bat,sports,56.92,1.4,"recycling facility, curbside collection, junk removal service","scrap dealer, donation","Louisville Slugger 2019 Solo SPD (-13) 2 1/2"" USA Baseball Bat"
baseball bat,sports,99.95,0.58,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",Easton 2014 XL3 JBB14X3 Baseball Bat (-10)
baseball bat,sports,179.99,1.95,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",RAWLINGS 2018 Velo BBCOR (High School/Collegiate) Baseball Bat (-3)
baseball bat,sports,249.95,2.4,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",Easton 2015 BB15X1 XL1 COMP -3 BBCOR Baseball Bat
baseball bat,sports,58.65,1.14,"recycling facility, curbside collection, junk removal service","scrap dealer, donation","Rawlings 2019 5150 USA Youth Baseball Bat (-11, -10, -5)"
baseball bat,sports,34.18,1.7,"recycling facility, curbside collection, junk removal service","scrap dealer, donation","Wilson Sporting Goods Vapor (-9) USA Baseball Bat, 29""/20 oz"
baseball bat,sports,79.95,1.06,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",Easton Jbb13X3 Xl3 Tht100-10 Youth Baseball Bat
baseball bat,sports,242.82,2.8,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",Marucci CAT8 Black BBCOR Baseball Bat MCBC8CB
baseball bat,sports,73,2,"recycling facility, curbside collection, junk removal service","scrap dealer, donation","Louisville Slugger 2018 Select 718 (-5) 2 5/8"" USA Baseball Bat"
baseball bat,sports,77.17,1.9,"recycling facility, curbside collection, junk removal service","scrap dealer, donation","EASTON Project 3 Alpha -3 BBCOR Baseball Bat | 2019 | 1 Piece Aluminum | Carbon-Core | ATAC Alloy | VRS COR | Speed End Cap | Lizard Skin Grip | 2 5/8"" Barrel"
baseball bat,sports,99.95,1.3,"recycling facility, curbside collection, junk removal service","scrap dealer, donation","DeMarini 2015 CF7 Youth Baseball Bat (-11), Grey/Blue, 32-Inch/21-Ounce"
baseball bat,sports,59.95,1.7,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",Louisville Slugger 2012 TPX BB12W (-3) Warrior BBCOR Baseball Bat
baseball bat,sports,169.95,1.7,"recycling facility, curbside collection, junk removal service","scrap dealer, donation","DeMarini 2018 Voodoo (-5) 2 5/8"" Balanced Senior League Baseball Bat"
baseball bat,sports,124.99,1.3,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",Easton MAKO COMPOSITE Youth Baseball Bat
baseball bat,sports,432.35,1.75,"recycling facility, curbside collection, junk removal service","scrap dealer, donation","Louisville Slugger 2020 Meta (-3) 2 5/8"" BBCOR Baseball Bat Series"
baseball bat,sports,46.64,1.9,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",EASTON SPEED -3 BBCOR Baseball Bat | 2 5/8 inch Barrel | 1 Piece Aluminum | 2020 | ALX50 Military Grade Alloy | Cushioned 2.2mm Flex Grip | Forged End Cap
baseball bat,sports,150,1.8,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",Easton 2017 Z-CORE Speed -3 Adult Baseball Bat (BBCOR)
baseball bat,sports,159.95,1.5,"recycling facility, curbside collection, junk removal service","scrap dealer, donation",Easton SL17MK8 Mako Beast XL 2 5/8 8 Composite Senior League Big Barrel Baseball Bat
basketball,sports,24.66,1.9,"curbside collection, junk removal service",donation,MCNICK & COMPANY LED Glow in The Dark Youth 28.5 Basketball - 100 Hour Battery Life - Light Up Basketball Air Pump Included
basketball,sports,51.52,1.45,"curbside collection, junk removal service",donation,Wilson Evolution Game Basketball
basketball,sports,9.96,0.9,"curbside collection, junk removal service",donation,Spalding NBA Mini Rubber Outdoor Basketball
basketball,sports,40.95,3,"curbside collection, junk removal service",donation,Spalding TF-Trainer Weighted Basketball (28.
basketball,sports,44.74,0.9,"curbside collection, junk removal service",donation,Spalding Precision Indoor Basketball
basketball,sports,12.82,1,"curbside collection, junk removal service",donation,Spalding NBA Courtside Team Outdoor Rubber Basketball
basketball,sports,36.47,2.2,"curbside collection, junk removal service",donation,"Kuangmi Olympic Colors Basketball Size 3,4,5,6,7 for Baby Child Boys Girls Youth Men Women"
basketball,sports,18.41,1.4,"curbside collection, junk removal service",donation,Spalding Rookie Gear Indoor/Outdoor Composite 27.5 Youth Basketball
basketball,sports,16.9,1,"curbside collection, junk removal service",donation,Tachikara 2-Tone Rubber Basketball (Intermediate Size)
basketball,sports,18.71,1.8,"curbside collection, junk removal service",donation,Spalding NBA Instinct Composite 29.5 Basketball (74-884)
basketball,sports,21.4,1.6,"curbside collection, junk removal service",donation,"Senston Basketball 29.5"" Outdoor Indoor Mens Basketball Ball Official Size 7 Composite Basketballs"
basketball,sports,10.81,1.9,"curbside collection, junk removal service",donation,Spalding NBA Varsity Multi Color Outdoor Basketball
basketball,sports,19.2,1.5,"curbside collection, junk removal service",donation,Spalding TF-250 Indoor-Outdoor Basketball
basketball,sports,27.04,1.74,"curbside collection, junk removal service",donation,Under Armour 495 Indoor/Outdoor Composite Basketball
basketball,sports,22.99,1.4,"curbside collection, junk removal service",donation,Wilson NCAA Jet Pro Basketball
basketball,sports,16.58,1.3,"curbside collection, junk removal service",donation,Wilson NCAA Replica Game Basketball
basketball,sports,13.46,1.2,"curbside collection, junk removal service",donation,Wilson NCAA MVP Rubber Basketball
basketball,sports,11.34,0.85,"curbside collection, junk removal service",donation,Under Armour Stephen Curry Mini Sized Basketball (BB934)
basketball,sports,13.05,1.3,"curbside collection, junk removal service",donation,Wilson Killer Crossover Basketball
basketball,sports,21.68,1.4,"curbside collection, junk removal service",donation,"Spalding NBA Zi/O Indoor-Outdoor 29.5"" Basketball"
soccer ball,sports,22.14,0.95,"curbside collection, junk removal service",donation,"Wilson NCAA Premium Soccer Ball (Deflated, Pump Available)"
soccer ball,sports,16.6,0.9,"curbside collection, junk removal service",donation,Under Armour DESAFIO 395 Soccer Ball
soccer ball,sports,22.07,0.45,"curbside collection, junk removal service",donation,"Senda Rio Premium Training Low-Bounce Futsal Ball, Fair Trade Certified"
soccer ball,sports,13.82,1.2,"curbside collection, junk removal service",donation,Under Armour DESAFIO 395 Soccer Ball
soccer ball,sports,16.53,1,"curbside collection, junk removal service",donation,Finale 19 Capitano Soccer Ball
