TypeDescription,Score,Grade,Latitude,Longitude
PRE-PACKAGED RETAIL,97,,38.1961,-85.8445
FOOD SERVICE,100,A,38.2346,-85.7557
PRE-PACKAGED RETAIL,100,,38.1963,-85.8396
PRE-PACKAGED RETAIL,100,,38.1522,-85.8329
FOOD SERVICE,94,A,38.2125,-85.7416
FOOD SERVICE,95,A,38.2458,-85.7393
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.3132,-85.5717
FOOD SERVICE,100,A,0,0
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.259,-85.8183
FOOD SERVICE,100,A,38.2609,-85.8068
FOOD SERVICE,95,A,38.0666,-85.8857
PRE-PACKAGED RETAIL,100,,38.1185,-85.8433
FOOD SERVICE,82,C,38.1135,-85.836
FOOD SERVICE,97,A,38.2148,-85.7417
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2246,-85.6928
FOOD SERVICE,96,A,38.2513,-85.719
FOOD SERVICE,100,A,38.2479,-85.7306
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.2342,-85.7321
FOOD SERVICE,95,A,38.2287,-85.7377
FOOD SERVICE,98,A,38.2395,-85.7364
FOOD SERVICE,98,,38.2803,-85.59
FOOD SERVICE,98,A,38.2311,-85.7065
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.2232,-85.6835
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.902,-85.8749
FOOD SERVICE,100,A,38.2178,-85.7556
FOOD SERVICE,96,A,38.2262,-85.5747
FOOD SERVICE,97,A,38.1491,-85.8378
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1567,-85.713
FOOD SERVICE,100,A,38.2131,-85.6728
FOOD SERVICE,,,38.1221,-85.855
FOOD SERVICE,,,38.1292,-85.7822
FOOD SERVICE,97,A,38.2494,-85.7595
SUPERMARKET WITH PROCESSING,96,,38.2518,-85.7648
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,,38.293,-85.5594
FOOD SERVICE,95,A,38.248,-85.6246
FOOD SERVICE,93,A,38.1949,-85.8425
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.213,-85.5322
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2112,-85.5357
FOOD SERVICE (HOSPITAL / NURSING HOME,97,A,38.1892,-85.6469
FOOD SERVICE (HOSPITAL / NURSING HOME,99,A,38.1902,-85.6468
PRE-PACKAGED RETAIL,93,,38.1924,-85.6464
SALVAGE DISTRIBUTOR,94,,38.1077,-85.8677
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.23,-85.7032
FOOD SERVICE,98,A,38.2523,-85.739
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.2507,-85.7849
SCHOOL CAFETERIA OR FOOD SERVICE,98,A,38.2507,-85.7849
SUPERMARKET WITH PROCESSING,96,,38.2205,-85.5825
FOOD SERVICE,98,A,38.2379,-85.5764
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1174,-85.6779
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.1174,-85.6779
FOOD SERVICE,89,A,38.2123,-85.5907
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2171,-85.7955
FOOD SERVICE,100,A,38.2709,-85.5706
FOOD SERVICE,100,A,38.2422,-85.6268
SUPERMARKET WITH PROCESSING,,,38.2069,-85.5834
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2508,-85.7345
FOOD SERVICE,100,,38.1523,-85.4518
FOOD SERVICE,,,38.1834,-85.8152
FOOD SERVICE,93,C,38.2392,-85.5777
FOOD SERVICE,100,A,38.2549,-85.7513
FOOD SERVICE,100,A,38.2557,-85.7291
FOOD SERVICE,99,A,38.2303,-85.7355
FOOD SERVICE,98,A,38.3109,-85.5667
FOOD SERVICE,91,A,38.1914,-85.8089
FOOD SERVICE,98,,38.2493,-85.6134
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2531,-85.7407
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2531,-85.7407
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2554,-85.7217
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2047,-85.5809
FOOD SERVICE,100,A,38.2532,-85.7057
PRE-PACKAGED RETAIL,100,,38.1522,-85.8329
FOOD SERVICE,99,A,38.2058,-85.7591
FOOD SERVICE,98,A,38.2058,-85.7591
FOOD SERVICE,98,A,38.2058,-85.7591
FOOD SERVICE,98,A,38.2058,-85.7591
FOOD SERVICE,100,A,38.277,-85.6958
FOOD SERVICE,100,,38.15404,-85.41551
FOOD SERVICE,98,A,38.2379,-85.6327
FOOD SERVICE,91,A,38.2348,-85.6302
FOOD SERVICE,,,38.2,-85.8371
FOOD SERVICE,,,38.2563,-85.7615
FOOD SERVICE,,,38.2563,-85.7615
FOOD SERVICE,,,38.2569,-85.7718
FOOD SERVICE,,,38.2569,-85.7718
FOOD SERVICE,100,A,38.2346,-85.7557
CATERERS,100,A,38.217,-85.571
CATERERS,90,C,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2539,-85.6724
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2539,-85.6724
FOOD SERVICE,98,A,38.2541,-85.7581
FOOD SERVICE,100,A,38.2572,-85.762
RETAIL WITH LIMITED SERVICE,100,,38.1054,-85.7614
FOOD SERVICE,95,A,38.2527,-85.6564
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,,38.2103,-85.7666
FOOD SERVICE,100,A,38.2235,-85.6679
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2208,-85.6264
FOOD SERVICE,99,A,38.186,-85.6357
FOOD SERVICE,98,A,38.1292,-85.5751
STATIONARY RESTRICTED CONCESSON,97,,38.2553,-85.7749
SCHOOL CAFETERIA OR FOOD SERVICE,99,A,38.2456,-85.6407
FOOD SERVICE,99,A,38.2175,-85.7554
FOOD SERVICE,,,38.1836,-85.8162
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,A,38.254,-85.6442
FOOD SERVICE,,,38.25,-85.628
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,38.293,-85.5594
FOOD SERVICE,99,A,38.2739,-85.8079
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2775,-85.6984
FOOD SERVICE,100,,38.2615,-85.7237
FOOD SERVICE,100,,38.1676,-85.8358
FOOD SERVICE,100,A,38.2527,-85.85757
FOOD SERVICE,86,C,38.2309,-85.6406
FOOD SERVICE,96,A,38.1735,0
FOOD SERVICE,93,A,38.1053,-85.8618
FOOD SERVICE,98,B,38.1608,-85.6938
FOOD SERVICE,100,A,38.1991,-85.7048
FOOD SERVICE,,,38.2145,-85.7966
RETAIL BAKERY,100,,38.143,-85.432
FOOD SERVICE,90,A,38.2348,-85.7184
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1394,-85.7543
"RETAIL-FOOD  10,001 SQ FT OR OVER",98,,38.284,-85.6308
FOOD SERVICE,99,A,38.2356,-85.7646
FOOD SERVICE,96,A,38.2781,-85.6357
FOOD SERVICE,100,A,38.6653,-85.8734
FOOD SERVICE,100,A,38.2554,-85.7441
STATIONARY RESTRICTED CONCESSON,100,,38.2564,-85.7445
FOOD SERVICE,99,A,38.248,-85.6302
RETAIL BAKERY,100,,38.2515,-85.6313
FOOD SERVICE,100,A,38.2512,-85.6544
FOOD SERVICE,98,A,38.2273,-85.5766
RETAIL BAKERY,100,,38.1691,-85.5981
FOOD SERVICE,98,A,38.1735,-85.8721
FOOD SERVICE,100,A,38.1625,-85.7737
FOOD SERVICE,95,A,38.2371,-85.7595
RETAIL WITH LIMITED SERVICE,97,,38.2524,-85.7733
FOOD SERVICE,100,A,38.1931,-85.8153
FOOD SERVICE,98,A,38.2047,-85.7631
FOOD SERVICE,96,A,38.205,-85.7634
FOOD SERVICE,,,38.2603,-85.7095
FOOD SERVICE,,,38.2392,-85.7581
FOOD SERVICE,,,38.2886,-85.5119
"RETAIL-FOOD  10,000 SQ FT OR LESS",93,A,38.2491,-85.7848
FOOD SERVICE,99,A,38.3141,-85.5631
"RETAIL-FOOD  10,001 SQ FT OR OVER",97,,38.1888,-85.519
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.223,-85.739
FOOD SERVICE,95,A,38.223,-85.7385
FOOD SERVICE,96,A,38.1982,-85.7081
FOOD SERVICE,94,A,38.2266,-85.7551
FOOD SERVICE,93,A,38.2471,-85.7654
FOOD SERVICE,100,A,38.1743,-85.767
FOOD SERVICE,97,A,38.2161,-85.5382
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.201,-85.8388
FOOD SERVICE,95,A,38.1727,-85.71
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.3155,-85.5619
FOOD SERVICE,91,C,38.2725,-85.5694
FOOD SERVICE,98,A,38.1432,-85.84
"RETAIL-FOOD  10,001 SQ FT OR OVER",97,A,38.1119,-85.8608
"RETAIL-FOOD  10,001 SQ FT OR OVER",98,,38.1119,-85.8608
FOOD SERVICE,99,A,38.2042,-85.7569
FOOD SERVICE,100,A,38.2058,-85.7591
FOOD SERVICE,99,A,38.2058,-85.7591
FOOD SERVICE,99,,38.194,-85.8063
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2078,-85.7649
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,A,38.1895,-85.5643
"RETAIL-FOOD  10,001 SQ FT OR OVER",99,,38.1895,-85.5643
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1888,0
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1465,-85.6919
FOOD SERVICE,100,A,38.1562,-85.713
FOOD SERVICE,100,A,38.928,-85.6659
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1143,-85.645
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1143,-85.645
FOOD SERVICE,95,A,38.2811,-85.6349
FOOD SERVICE,94,A,38.3121,-85.5706
FOOD SERVICE,98,A,38.1995,-85.5874
FOOD SERVICE,100,A,38.2169,-85.5867
FOOD SERVICE,95,A,38.7,-85.8849
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1853,-85.6069
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.1853,-85.6069
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2756,-85.5998
FOOD SERVICE,97,A,38.1971,-85.7941
FOOD SERVICE,99,A,38.2075,-85.7885
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.2358,-85.7511
"RETAIL-FOOD  10,000 SQ FT OR LESS",93,A,38.2203,-85.6356
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.2203,-85.6356
FOOD SERVICE,100,A,38.2327,-85.7371
FOOD SERVICE,94,A,38.1419,-85.8408
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,A,38.1884,-85.6078
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,,38.1884,-85.6078
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1853,-85.6069
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.26,-85.7067
FOOD SERVICE,100,A,38.2525,-85.6507
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2472,-85.6274
"RETAIL-FOOD  10,000 SQ FT OR LESS",79,C,38.706,-85.4606
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.2541,-85.8077
FOOD SERVICE,98,A,38.1885,-85.5644
FOOD SERVICE,100,A,38.993,-85.5622
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,,38.2487,0
FOOD SERVICE (HOSPITAL / NURSING HOME,94,C,38.1135,-85.8145
FOOD SERVICE,100,A,38.2127,-85.5919
"RETAIL-FOOD  10,001 SQ FT OR OVER",98,,38.2127,-85.5919
FOOD SERVICE,100,A,38.2144,-85.5914
FOOD SERVICE,94,A,38.1973,-85.7825
FOOD SERVICE,,,38.1813,-85.816
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2076,-85.6691
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.2097,-85.6688
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.2097,-85.6688
FOOD SERVICE,95,A,38.2407,-85.7249
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.1282,-85.6628
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,,38.1605,-85.8985
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2683,-85.544
PRE-PACKAGED RETAIL,95,,38.2064,-85.7756
FOOD SERVICE,97,A,38.2205,-85.7774
FOOD SERVICE COMMISSARY,99,A,38.2338,-85.943
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.2149,-85.7531
FOOD SERVICE,98,A,38.2506,-85.7426
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.2339,-85.7924
FOOD SERVICE,98,A,38.2562,-85.7579
FOOD SERVICE,100,A,38.1519,-85.413
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2054,-85.7705
FOOD SERVICE,100,A,38.2203,-85.6869
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.5238,0
"RETAIL-FOOD  10,001 SQ FT OR OVER",91,A,38.2271,-85.8067
FOOD SERVICE,100,A,38.2162,-85.576
FOOD SERVICE,100,A,38.2169,-85.5712
FOOD SERVICE,99,A,38.2334,-85.6348
FOOD SERVICE,100,A,38.1676,-85.8358
RETAIL BAKERY,100,,38.2064,-85.7131
FOOD SERVICE,100,A,38.2481,-85.7444
FOOD SERVICE,,,38.1415,-85.6708
FOOD SERVICE,,,38.2543,-85.7481
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.2544,-85.7377
FOOD SERVICE,100,A,38.2568,-85.7622
FOOD SERVICE,100,A,38.254,-85.6623
FOOD SERVICE (HOSPITAL / NURSING HOME,100,A,38.2576,-85.6659
FOOD SERVICE,100,A,38.2121,-85.589
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1964,-85.6505
FOOD SERVICE,98,A,38.2042,-85.7718
FOOD SERVICE,,,38.2074,-85.6676
FOOD SERVICE,,,0,0
FOOD SERVICE,98,A,38.1379,-85.6663
FOOD SERVICE,95,A,38.158,-85.764
FOOD SERVICE,97,A,38.1486,-85.5867
FOOD SERVICE,95,A,38.1287,-85.5701
FOOD SERVICE,99,A,38.2717,-85.5701
RETAIL WITH LIMITED SERVICE,100,,38.1021,-85.8865
"RETAIL-FOOD  10,001 SQ FT OR OVER",98,,38.1573,-85.836
SUPERMARKET WITH PROCESSING,97,,38.935,-85.8753
FOOD SERVICE,100,A,38.2561,-85.7518
FOOD SERVICE,,,38.2907,-85.5106
FOOD SERVICE,100,,38.2362,-85.728
FOOD SERVICE,99,A,38.3402,-85.6194
FOOD SERVICE,92,C,38.3076,-85.5763
FOOD SERVICE,,,38.2147,-85.6754
FOOD SERVICE,97,A,38.1999,-85.658
FOOD SERVICE,100,A,38.1919,-85.6458
FOOD SERVICE,99,A,38.1513,-85.5499
FOOD SERVICE,98,A,38.1513,-85.5874
FOOD SERVICE,97,A,38.2201,-85.7773
FOOD SERVICE,99,A,38.1683,-85.7068
FOOD SERVICE,100,A,38.1379,-85.6663
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,,38.14,-85.8891
FOOD SERVICE,100,A,38.147,-85.7751
FOOD SERVICE,94,A,38.2066,-85.7655
FOOD SERVICE,97,A,38.207,-85.5796
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.1044,-85.8516
FOOD SERVICE,94,A,38.2345,-85.7608
FOOD SERVICE,,,38.215,-85.743
FOOD SERVICE,,,38.2303,-85.7355
FOOD SERVICE,99,A,38.2475,-85.6168
FOOD SERVICE,97,A,38.315,-85.5637
FOOD SERVICE,97,A,38.993,-85.5622
FOOD SERVICE,96,A,38.2567,-85.7607
FOOD SERVICE,100,,38.1335,-85.5773
SCHOOL CAFETERIA OR FOOD SERVICE,98,A,38.95,-85.739
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1396,-85.6562
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1567,-85.5952
SUPERMARKET WITH PROCESSING,89,,38.2064,-85.7767
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.201,-85.8388
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,A,38.113,-85.7474
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1241,-85.7477
FOOD SERVICE,92,A,38.1527,-85.5983
STATIONARY RESTRICTED CONCESSON,99,,38.1459,-85.8637
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1978,-85.6731
PRE-PACKAGED RETAIL,96,,38.2105,-85.7645
FOOD SERVICE,96,A,38.1987,-85.5905
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,A,38.1986,-85.839
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,,38.1986,-85.839
FOOD SERVICE,99,A,0,0
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.2077,-85.7147
FOOD SERVICE,,,38.2118,-85.7472
FOOD SERVICE,,,38.1571,-85.7094
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.1396,-85.6562
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1595,-85.7628
FOOD SERVICE,97,A,38.2285,-85.701
FOOD SERVICE,89,A,38.1718,-85.7978
FOOD SERVICE,99,A,38.2531,-85.7409
"RETAIL-FOOD  10,000 SQ FT OR LESS",93,A,38.1232,-85.6427
FOOD SERVICE,100,A,38.2023,-85.7514
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1656,-85.681
FOOD SERVICE,98,A,38.23,-85.6733
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1564,-85.5926
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1445,-85.5837
FOOD SERVICE (HOSPITAL / NURSING HOME,88,C,38.1837,-85.6068
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.307,-85.5352
FOOD SERVICE,99,A,38.2191,-85.63
FOOD SERVICE,97,A,38.2604,-85.6872
FOOD SERVICE,90,A,38.2017,-85.6834
"RETAIL-FOOD  10,001 SQ FT OR OVER",98,A,38.1438,-85.6724
SUPERMARKET WITH PROCESSING,98,,0,0
PRE-PACKAGED RETAIL,92,,38.2376,-85.7601
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.2683,-85.783
PRE-PACKAGED RETAIL,98,,38.153,0
SUPERMARKET WITH PROCESSING,,,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2023,-85.7701
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.1026,-85.8692
FOOD SERVICE,98,A,38.151,-85.7767
FOOD SERVICE,91,A,38.2545,-85.7584
"RETAIL-FOOD  10,000 SQ FT OR LESS",89,A,38.1379,-85.6827
"RETAIL-FOOD  10,000 SQ FT OR LESS",89,,38.1379,-85.6827
FOOD SERVICE,91,A,38.1372,-85.6826
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.2227,-85.7519
FOOD SERVICE,92,A,38.232,-85.383
FOOD SERVICE,98,A,38.1394,-85.6878
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,92,A,38.5238,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1746,-85.7127
PRE-PACKAGED RETAIL,96,,38.2374,-85.7577
FOOD SERVICE,93,,38.2348,-85.7177
FOOD SERVICE,96,,38.1185,-85.669
FOOD SERVICE,,,38.1755,-85.7131
FOOD SERVICE,,,38.227,-85.7422
FOOD SERVICE,,,38.2458,-85.7393
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,,38.1691,-85.705
FOOD SERVICE,,,38.215,-85.743
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1562,-85.7642
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.1776,-85.6239
FOOD SERVICE,89,C,38.135,-85.415
PRE-PACKAGED RETAIL,94,,38.1268,-85.7881
FOOD SERVICE,100,A,38.2534,-85.7571
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.164,-86.6604
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2534,-85.7567
FOOD SERVICE,,,38.2545,-85.7584
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,,38.19656,-85.78872
FOOD SERVICE,,,38.2471,-85.6237
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,94,,38.19656,-85.78872
FOOD SERVICE,100,A,38.251,-85.6249
FOOD SERVICE,98,,38.2561,-85.7675
FOOD SERVICE,,,38.2408,-85.7525
FOOD SERVICE,93,A,38.2708,-85.7899
FOOD SERVICE,99,A,38.1309,-85.385
FOOD SERVICE (HOSPITAL / NURSING HOME,98,A,38.2013,-85.662
FOOD SERVICE,93,A,38.253,-85.654
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,,38.1707,-85.7092
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.1707,-85.7092
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2805,-85.6347
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.3118,-85.5675
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,,38.1275,-85.7484
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1275,-85.7484
FOOD SERVICE,89,A,38.228,-85.7909
PRE-PACKAGED RETAIL,100,,38.1787,-85.8609
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.192,-85.7645
FOOD SERVICE,100,A,38.2048,-85.8294
FOOD SERVICE,98,A,38.1965,-85.8406
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.1877,-85.6671
PRE-PACKAGED RETAIL,100,,38.1749,-85.6228
FOOD SERVICE,100,A,38.2504,-85.7358
FOOD SERVICE,100,,38.29176,-85.5109
FOOD SERVICE,99,A,38.1574,-85.7076
FOOD SERVICE,100,A,38.2529,-85.7383
"RETAIL-FOOD  10,000 SQ FT OR LESS",93,A,38.2047,0
FOOD SERVICE,98,A,38.2537,-85.7057
FOOD SERVICE,100,A,38.2633,-85.6377
FOOD SERVICE,97,A,38.981,-85.8724
FOOD SERVICE,100,A,38.2523,-85.6611
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.19656,-85.78872
FOOD SERVICE,95,A,38.1904,-85.5677
FOOD SERVICE,96,A,38.1028,-85.4579
FOOD SERVICE,94,C,38.2921,-85.3617
STATIONARY RESTRICTED CONCESSON,100,,38.1514,-85.7763
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1441,-85.7389
FOOD SERVICE,96,A,38.1415,-85.6708
FOOD SERVICE,100,A,38.1414,-85.6705
FOOD SERVICE,96,A,38.2198,-85.7626
FOOD SERVICE,100,A,38.2263,-85.5843
FOOD SERVICE,100,A,38.223,-85.6847
FOOD SERVICE,95,A,38.2607,-85.8137
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2508,-85.8148
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1119,-85.8608
FOOD SERVICE,71,C,38.2239,-85.6874
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.2165,-85.6757
FOOD SERVICE,100,,38.1923,-85.6493
FOOD SERVICE,98,A,38.1455,-85.6901
FOOD SERVICE,100,A,38.2044,-85.5411
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,A,38.1541,-85.5892
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1851,-85.6394
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.921,-85.6679
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2883,-85.5761
FOOD SERVICE,100,A,38.2502,-85.6274
FOOD SERVICE,100,A,38.2529,-85.7387
FOOD SERVICE,93,C,38.1514,-85.4479
FOOD SERVICE,100,A,38.1523,-85.4518
RETAIL WITH LIMITED SERVICE,100,,38.1842,-85.7646
CATERERS,96,A,38.2298,-85.7656
FOOD SERVICE,97,A,38.1536,-85.835
FOOD SERVICE,,,38.3076,-85.5763
FOOD SERVICE,95,A,38.239,-85.576
FOOD SERVICE,100,A,38.1406,-85.6714
FOOD SERVICE,95,A,38.2473,-85.7722
PRE-PACKAGED RETAIL,99,,38.1865,-85.6354
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.2078,-85.7649
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1735,-85.8704
PRE-PACKAGED RETAIL,100,,38.2996,-85.8556
FOOD SERVICE,97,A,38.2872,-85.5768
FOOD SERVICE,100,A,38.195,-85.6507
FOOD SERVICE,97,A,38.2047,-85.6645
FOOD SERVICE,98,A,38.1374,-85.6213
FOOD SERVICE,,,38.2303,-85.7355
FOOD SERVICE,,,38.2303,-85.7355
FOOD SERVICE,100,A,38.1334,-85.4758
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.2501,-85.806
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.2497,-85.8036
"RETAIL-FOOD  10,000 SQ FT OR LESS",88,,38.1343,-85.6846
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1815,-85.6261
CATERERS,100,A,38.2532,-85.7817
FOOD SERVICE,99,A,38.2535,-85.7808
FOOD SERVICE,100,A,38.2552,-85.7568
FOOD SERVICE,,,38.1936,-85.8067
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.1795,-85.7928
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2081,-85.7313
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1839,-85.7205
PRE-PACKAGED RETAIL,100,,38.16496,-85.88517
PRE-PACKAGED RETAIL,100,,38.1215,-85.8924
FOOD SERVICE,99,A,38.1349,-85.5793
FOOD SERVICE,95,A,38.2389,-85.7208
STATIONARY RESTRICTED CONCESSON,99,,38.2023,-85.7027
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.3053,-85.5752
FOOD SERVICE,,,38.2803,-85.59
FOOD SERVICE,,,38.2828,-85.6289
FOOD SERVICE,,,38.1415,-85.6708
FOOD SERVICE,,,38.2544,-85.7585
FOOD SERVICE,,,38.2544,-85.7585
FOOD SERVICE,98,A,38.1647,-85.6792
FOOD SERVICE,97,A,38.1955,-85.8022
FOOD SERVICE,92,A,38.1536,-85.7129
FOOD SERVICE,95,A,38.1448,-85.5866
FOOD SERVICE,98,A,38.1354,-85.423
FOOD SERVICE,,,38.2088,-85.6002
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2744,-85.6086
FOOD SERVICE,94,A,38.135,-85.415
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.2491,-85.6048
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2007,-85.751
FOOD SERVICE,95,A,38.1502,-85.6598
SUPERMARKET WITH PROCESSING,95,,38.25598,-85.77991
FOOD SERVICE,98,A,38.1844,-85.7406
FOOD SERVICE,100,A,38.1844,-85.7406
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.3003,-85.5501
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.3003,-85.5501
FOOD SERVICE,90,C,38.2959,-85.5578
FOOD SERVICE,97,A,38.1149,-85.8604
STATIONARY RESTRICTED CONCESSON,100,,38.2056,-85.7071
FOOD SERVICE,100,A,38.2056,-85.7072
STATIONARY RESTRICTED CONCESSON,98,,38.2056,-85.7071
