DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
12/15/2018 08:00:45 AM,2018/10/01,Terminal 4,Departure,International,3635961
12/15/2018 08:00:45 AM,2018/10/01,Terminal 6,Arrival,Domestic,3621325
01/15/2019 08:00:40 AM,2018/11/01,Terminal 6,Departure,International,3500448
01/15/2019 08:00:40 AM,2018/11/01,Terminal 7,Arrival,Domestic,3442877
02/15/2019 08:00:35 AM,2018/12/01,Terminal 6,Arrival,Domestic,3544398
02/15/2019 08:00:35 AM,2018/12/01,Terminal 6,Departure,Domestic,3660797
03/15/2019 08:00:40 AM,2019/01/01,Misc. Terminal,Departure,International,3350198
03/15/2019 08:00:40 AM,2019/01/01,Terminal 7,Arrival,Domestic,3415812
04/15/2019 08:00:44 AM,2019/02/01,Terminal 3,Arrival,Domestic,3008586
04/15/2019 08:00:44 AM,2019/02/01,Terminal 3,Departure,Domestic,3057815
05/15/2019 08:00:42 AM,2019/03/01,Misc. Terminal,Arrival,Domestic,3633253
05/15/2019 08:00:42 AM,2019/03/01,Misc. Terminal,Departure,Domestic,3735545
